visit_id,user_id,destination_id,visit_timestamp,region,number_of_persons,total_price
1215,731,5,2021-09-03 05:03:32,South America,2,7024.54
1216,600,2,2021-11-10 23:13:05,North America,3,9471.66
1217,485,6,2023-04-15 00:12:15,South America,2,6196.16
1218,409,2,2022-07-27 08:26:29,Africa,3,9471.66
1219,319,3,2023-09-16 00:48:59,Oceania,5,12102.4
1220,897,6,2021-03-08 09:44:29,Oceania,5,15490.4
1221,787,4,2021-02-25 13:50:08,South America,3,3239.08
1222,568,4,2022-08-05 14:09:27,North America,3,3239.08
1223,305,10,2024-08-22 20:05:07,Europe,4,2553.12
1224,385,13,2020-10-25 09:25:58,Europe,4,2671.96
1225,540,8,2024-04-14 07:10:54,Oceania,3,9237.11
1226,730,6,2023-01-05 10:36:27,South America,4,12392.32
1227,478,7,2023-12-04 03:49:36,North America,4,7515.94
1228,935,9,2023-07-31 17:58:02,North America,1,1339.44
1229,774,3,2022-07-28 11:49:53,Europe,5,12102.4
1230,595,9,2021-01-30 10:18:05,Africa,3,4018.33
1231,557,10,2020-06-15 07:56:07,South America,3,1914.84
1232,129,7,2023-12-08 21:27:07,Africa,1,1878.98
1233,472,14,2020-09-20 00:38:23,North America,1,1729.71
1234,277,14,2022-11-02 02:19:43,Africa,1,1729.71
1235,100,14,2024-10-22 18:30:56,South America,3,5189.14
1236,708,6,2021-01-12 07:25:21,Oceania,1,3098.08
1237,599,11,2020-06-13 17:28:39,Oceania,5,6439.28
1238,210,9,2024-10-12 05:25:47,Oceania,2,2678.89
1239,991,8,2021-11-25 12:37:02,Oceania,2,6158.07
1240,656,14,2022-07-23 20:08:56,Oceania,2,3459.42
1241,319,12,2024-02-15 16:52:34,Africa,1,909.09
1242,705,4,2020-07-27 14:28:31,North America,1,1079.69
1243,157,10,2024-06-03 00:46:46,North America,1,638.28
1244,254,4,2024-01-11 20:47:38,North America,1,1079.69
1245,853,9,2023-04-28 21:44:22,North America,4,5357.77
1246,949,2,2023-06-10 21:58:53,South America,3,9471.66
1247,189,14,2024-08-25 14:20:30,Asia,2,3459.42
1248,842,10,2021-01-17 18:11:56,South America,4,2553.12
1249,150,11,2021-07-28 04:16:20,Europe,1,1287.86
1250,839,12,2021-06-14 13:56:36,Africa,2,1818.18
1251,760,12,2021-09-14 11:15:22,South America,5,4545.45
1252,492,5,2020-11-06 18:00:29,Africa,3,10536.8
1253,505,6,2023-04-30 09:10:56,South America,3,9294.24
1254,715,13,2023-12-12 11:38:27,South America,1,667.99
1255,834,7,2020-03-27 21:38:36,Asia,2,3757.97
1256,469,2,2023-04-24 21:57:38,North America,5,15786.1
1257,595,5,2023-10-12 22:47:07,North America,1,3512.27
1258,930,6,2023-12-24 17:40:57,Oceania,2,6196.16
1259,470,5,2021-05-06 20:47:12,Asia,1,3512.27
1260,513,14,2021-10-16 20:54:22,Asia,5,8648.56
1261,925,12,2023-04-28 15:03:39,Africa,5,4545.45
1262,65,3,2022-12-29 05:06:19,Oceania,2,4840.96
1263,737,10,2023-11-28 13:26:31,Oceania,3,1914.84
1264,880,13,2022-05-14 18:32:42,Oceania,2,1335.98
1265,311,7,2024-02-11 22:36:59,South America,1,1878.98
1266,986,8,2021-07-14 09:42:00,Africa,5,15395.18
1267,726,9,2022-03-16 09:17:34,Europe,5,6697.22
1268,715,6,2024-12-09 05:58:24,Asia,5,15490.4
1269,599,10,2020-07-28 22:22:56,North America,4,2553.12
1270,31,14,2021-12-20 21:07:32,North America,2,3459.42
1271,682,2,2024-01-20 03:55:42,Asia,4,12628.88
1272,779,4,2020-11-23 13:33:55,Europe,2,2159.39
1273,746,7,2020-07-18 23:46:04,North America,4,7515.94
1274,627,5,2020-04-26 06:06:31,Oceania,1,3512.27
1275,75,8,2020-04-01 12:39:21,Europe,3,9237.11
1276,329,2,2023-03-19 06:03:18,Europe,4,12628.88
1277,653,10,2021-09-12 13:16:43,Europe,5,3191.4
1278,259,8,2022-06-07 20:22:01,Europe,4,12316.14
1279,207,12,2023-09-10 14:05:01,Africa,2,1818.18
1280,829,13,2020-09-24 05:59:21,Africa,2,1335.98
1281,25,11,2021-09-24 09:00:48,North America,1,1287.86
1282,830,3,2023-01-22 02:48:41,South America,1,2420.48
1283,582,9,2022-11-24 13:16:37,Europe,1,1339.44
1284,699,12,2024-03-21 13:31:29,Europe,5,4545.45
1285,853,4,2024-01-11 20:04:58,Africa,5,5398.47
1286,361,6,2024-10-01 19:29:26,Europe,5,15490.4
1287,821,2,2023-08-21 05:35:10,Oceania,4,12628.88
1288,386,14,2024-11-03 07:04:50,North America,1,1729.71
1289,131,13,2022-07-15 13:24:56,North America,5,3339.95
1290,121,8,2020-06-08 22:33:11,Africa,2,6158.07
1291,554,6,2021-11-27 00:13:58,Asia,1,3098.08
1292,945,14,2023-04-28 00:18:10,Oceania,3,5189.14
1293,367,2,2022-06-13 23:58:53,North America,2,6314.44
1294,548,10,2024-05-27 14:57:54,Africa,2,1276.56
1295,513,5,2020-06-24 23:59:44,Africa,4,14049.07
1296,715,2,2024-01-03 06:43:03,Asia,5,15786.1
1297,669,1,2022-11-16 06:28:48,South America,1,3377.42
1298,268,4,2020-07-03 12:35:10,Europe,3,3239.08
1299,210,9,2020-07-12 15:33:01,Europe,3,4018.33
1300,506,2,2020-04-19 20:47:14,Asia,5,15786.1
1301,73,7,2020-09-07 09:29:08,Africa,5,9394.92
1302,491,3,2020-05-09 16:25:58,North America,3,7261.44
1303,37,8,2021-11-30 19:29:14,Oceania,5,15395.18
1304,359,7,2022-07-31 16:30:43,Europe,4,7515.94
1305,22,1,2021-09-01 11:48:53,Africa,1,3377.42
1306,623,14,2020-02-26 05:15:02,Africa,4,6918.85
1307,494,1,2023-03-18 00:08:38,Oceania,4,13509.68
1308,129,7,2024-09-03 09:02:22,Europe,4,7515.94
1309,119,8,2023-02-16 10:20:45,Asia,1,3079.04
1310,199,6,2020-06-28 23:00:54,Europe,4,12392.32
1311,238,2,2020-02-01 05:21:23,Europe,5,15786.1
1312,423,12,2024-10-30 20:46:29,North America,5,4545.45
1313,822,1,2020-06-25 17:33:10,North America,2,6754.84
1314,59,3,2021-07-15 02:01:33,Asia,4,9681.92
1315,45,6,2022-01-28 20:10:41,Asia,3,9294.24
1316,133,10,2024-01-27 06:33:39,Oceania,4,2553.12
1317,126,11,2020-08-25 07:08:48,Asia,1,1287.86
1318,961,9,2024-03-17 16:35:59,Oceania,2,2678.89
1319,753,14,2021-11-15 09:48:39,South America,3,5189.14
1320,731,5,2024-09-09 03:47:59,Asia,3,10536.8
1321,890,11,2024-06-24 20:20:59,Asia,2,2575.71
1322,327,12,2024-04-13 03:36:36,North America,5,4545.45
1323,56,6,2024-02-19 14:16:25,Asia,4,12392.32
1324,81,4,2024-06-06 16:11:56,Europe,2,2159.39
1325,313,12,2021-10-16 20:07:23,North America,5,4545.45
1326,382,12,2020-04-21 10:29:14,Europe,2,1818.18
1327,716,8,2020-12-20 22:15:01,North America,4,12316.14
1328,511,14,2022-04-19 18:55:21,Asia,1,1729.71
1329,603,7,2020-09-19 12:16:37,North America,3,5636.95
1330,286,14,2023-04-07 20:21:44,South America,5,8648.56
1331,20,14,2023-04-10 02:34:14,South America,4,6918.85
1332,46,4,2023-03-24 12:40:10,Europe,2,2159.39
1333,676,7,2020-06-11 08:45:42,Oceania,5,9394.92
1334,313,1,2022-12-16 14:11:09,North America,5,16887.1
1335,932,10,2022-03-26 15:51:34,Africa,3,1914.84
1336,222,13,2022-11-25 06:39:20,Oceania,1,667.99
1337,850,10,2023-08-21 08:22:41,Oceania,4,2553.12
1338,951,12,2020-12-05 07:18:11,Africa,1,909.09
1339,398,12,2024-07-19 10:41:55,South America,3,2727.27
1340,435,10,2024-05-31 04:56:50,Asia,5,3191.4
1341,167,7,2022-01-10 03:29:09,Europe,4,7515.94
1342,930,1,2022-05-02 12:12:43,North America,3,10132.26
1343,256,13,2022-07-08 02:18:17,Asia,5,3339.95
1344,585,7,2022-05-02 03:02:41,Asia,1,1878.98
1345,276,11,2020-02-08 08:04:16,North America,3,3863.57
1346,315,10,2022-04-01 19:51:27,Europe,3,1914.84
1347,455,8,2023-09-28 18:00:48,North America,1,3079.04
1348,478,1,2024-01-31 22:53:49,Oceania,3,10132.26
1349,865,9,2023-06-23 12:14:10,North America,2,2678.89
1350,594,2,2024-09-09 06:56:00,Asia,3,9471.66
1351,977,2,2021-07-12 15:09:05,Asia,4,12628.88
1352,785,13,2022-03-17 08:45:53,South America,3,2003.97
1353,131,4,2021-04-01 09:47:26,Africa,2,2159.39
1354,672,1,2020-12-21 13:45:15,Oceania,2,6754.84
1355,40,3,2023-09-29 23:48:35,Africa,5,12102.4
1356,325,1,2021-12-09 05:21:53,North America,5,16887.1
1357,975,12,2022-03-10 20:29:47,North America,3,2727.27
1358,695,14,2024-08-06 02:13:41,Oceania,3,5189.14
1359,46,10,2022-12-22 13:43:58,North America,2,1276.56
1360,80,9,2020-12-17 15:30:13,Africa,4,5357.77
1361,80,4,2022-10-09 04:35:31,Africa,2,2159.39
1362,381,14,2020-08-09 19:27:38,Oceania,4,6918.85
1363,437,5,2020-03-17 17:21:46,Asia,2,7024.54
1364,622,13,2022-11-06 18:21:01,South America,3,2003.97
1365,919,11,2024-01-02 08:49:10,Asia,3,3863.57
1366,637,1,2023-02-18 06:34:52,North America,2,6754.84
1367,298,3,2020-03-20 08:02:57,North America,5,12102.4
1368,624,4,2024-05-05 23:43:14,Oceania,3,3239.08
1369,800,12,2024-12-11 14:46:33,Oceania,5,4545.45
1370,353,4,2024-12-15 08:14:08,North America,4,4318.78
1371,673,12,2023-03-30 00:06:16,Oceania,2,1818.18
1372,81,2,2024-10-22 15:27:26,Africa,2,6314.44
1373,589,11,2023-07-22 22:18:47,Africa,5,6439.28
1374,751,2,2020-06-08 19:00:39,Africa,5,15786.1
1375,484,11,2024-06-04 15:03:51,South America,5,6439.28
1376,325,5,2024-11-22 05:16:55,Asia,2,7024.54
1377,933,4,2022-01-25 04:51:43,Asia,3,3239.08
1378,237,8,2020-12-24 14:06:33,Oceania,3,9237.11
1379,247,8,2023-01-29 07:48:55,North America,4,12316.14
1380,361,9,2020-08-25 12:03:36,Asia,5,6697.22
1381,670,8,2021-12-16 16:07:43,South America,5,15395.18
1382,806,7,2024-11-03 21:14:06,Europe,2,3757.97
1383,948,9,2023-06-20 10:09:32,Oceania,2,2678.89
1384,599,11,2022-03-19 15:48:18,Asia,2,2575.71
1385,350,6,2020-09-10 05:31:29,South America,1,3098.08
1386,432,9,2024-11-24 14:32:57,South America,2,2678.89
1387,648,13,2021-07-12 23:29:14,South America,2,1335.98
1388,16,3,2023-07-24 14:59:14,Asia,1,2420.48
1389,784,9,2020-11-09 18:45:39,Europe,4,5357.77
1390,891,1,2020-03-15 08:27:32,Oceania,4,13509.68
1391,171,2,2024-05-18 17:30:34,Africa,2,6314.44
1392,941,7,2023-01-05 23:34:35,Europe,4,7515.94
1393,412,12,2022-01-20 02:41:29,Oceania,5,4545.45
1394,301,2,2022-11-11 21:44:01,Africa,3,9471.66
1395,624,10,2020-05-20 13:10:02,North America,1,638.28
1396,757,6,2023-06-24 07:54:33,Oceania,4,12392.32
1397,461,12,2022-06-17 19:06:38,South America,4,3636.36
1398,717,3,2025-01-05 16:38:25,Africa,2,4840.96
1399,86,3,2025-01-18 02:32:26,Africa,1,2420.48
1400,379,11,2023-03-24 16:13:09,Asia,4,5151.42
1401,450,3,2025-01-01 02:29:19,Asia,5,12102.4
1402,968,13,2021-12-22 14:49:30,Asia,1,667.99
1403,506,6,2024-10-18 16:40:53,Africa,1,3098.08
1404,919,9,2024-04-28 00:13:04,South America,5,6697.22
1405,293,6,2022-09-16 18:55:11,Europe,4,12392.32
1406,977,3,2021-10-16 13:29:26,South America,1,2420.48
1407,532,5,2022-09-03 16:55:54,North America,5,17561.34
1408,356,5,2021-01-03 07:48:33,Asia,2,7024.54
1409,281,8,2021-11-25 19:18:43,Europe,4,12316.14
1410,296,5,2020-11-25 16:50:22,Europe,5,17561.34
1411,683,5,2020-10-25 04:29:25,Europe,2,7024.54
1412,566,14,2021-06-08 14:32:57,North America,5,8648.56
1413,613,1,2024-07-29 05:55:04,Europe,5,16887.1
1414,7,8,2023-02-22 02:56:28,Europe,1,3079.04
1415,289,10,2023-10-14 00:31:55,Africa,4,2553.12
1416,130,14,2022-07-05 08:26:16,North America,4,6918.85
1417,734,12,2023-10-12 17:14:35,South America,1,909.09
1418,506,5,2021-03-01 01:53:30,Asia,1,3512.27
1419,750,11,2023-01-03 23:21:41,North America,1,1287.86
1420,763,13,2020-08-18 23:57:44,Asia,2,1335.98
1421,161,9,2022-05-07 20:06:24,South America,3,4018.33
1422,646,12,2020-08-18 04:26:21,Oceania,5,4545.45
1423,705,6,2023-09-08 10:58:40,North America,1,3098.08
1424,955,12,2022-09-13 12:32:39,Europe,5,4545.45
1425,862,9,2020-01-25 18:19:48,Europe,1,1339.44
1426,141,10,2021-11-15 04:00:51,Oceania,4,2553.12
1427,201,5,2021-04-15 11:40:15,South America,4,14049.07
1428,834,3,2022-05-28 00:09:32,Europe,4,9681.92
1429,204,11,2024-05-23 02:34:57,Oceania,1,1287.86
1430,768,4,2023-09-11 09:09:21,North America,1,1079.69
1431,503,9,2021-10-09 22:23:21,Oceania,5,6697.22
1432,183,1,2022-03-28 08:12:19,Africa,4,13509.68
1433,390,11,2021-12-30 05:40:39,Oceania,5,6439.28
1434,358,8,2021-07-13 10:34:10,Asia,5,15395.18
1435,861,4,2024-02-16 00:41:28,South America,3,3239.08
1436,816,11,2023-01-14 13:23:03,Africa,4,5151.42
1437,493,5,2021-11-11 04:38:36,North America,1,3512.27
1438,987,13,2023-07-27 15:11:52,South America,3,2003.97
1439,334,4,2020-12-25 20:06:14,Europe,4,4318.78
1440,476,6,2022-12-15 21:20:12,Oceania,1,3098.08
1441,408,12,2024-02-11 22:10:27,South America,2,1818.18
1442,616,7,2020-03-30 23:36:14,Asia,2,3757.97
1443,275,9,2023-06-24 17:41:04,North America,2,2678.89
1444,576,13,2022-03-23 18:42:04,Oceania,3,2003.97
1445,326,7,2023-10-05 02:17:45,South America,4,7515.94
1446,409,5,2022-04-13 15:10:59,South America,1,3512.27
1447,746,4,2020-05-21 18:18:36,Asia,3,3239.08
1448,459,7,2024-11-13 17:07:06,Europe,2,3757.97
1449,549,4,2022-10-21 07:02:02,Europe,1,1079.69
1450,620,9,2020-03-06 14:38:57,South America,1,1339.44
1451,93,13,2022-12-31 19:15:54,Africa,3,2003.97
1452,65,11,2024-05-30 09:16:20,Europe,1,1287.86
1453,371,9,2021-05-02 18:14:23,Africa,2,2678.89
1454,406,14,2022-06-20 13:56:49,Europe,2,3459.42
1455,933,6,2023-07-08 08:59:11,Europe,3,9294.24
1456,567,12,2020-02-12 09:08:18,North America,2,1818.18
1457,866,1,2020-11-14 12:29:59,Africa,5,16887.1
1458,408,13,2020-05-11 09:00:38,Europe,4,2671.96
1459,290,5,2021-12-15 14:26:01,Oceania,1,3512.27
1460,791,12,2020-04-14 22:40:16,Asia,2,1818.18
1461,768,2,2023-05-30 02:09:20,Europe,4,12628.88
1462,838,12,2020-09-20 19:50:35,North America,3,2727.27
1463,76,9,2020-03-03 14:48:16,North America,4,5357.77
1464,761,14,2021-04-16 18:34:29,North America,5,8648.56
1465,754,10,2021-08-26 14:52:14,Africa,4,2553.12
1466,880,5,2023-08-13 21:41:01,Africa,3,10536.8
1467,762,1,2022-05-01 10:37:47,South America,3,10132.26
1468,208,2,2024-11-25 04:40:27,South America,3,9471.66
1469,386,5,2020-10-16 03:14:06,Europe,4,14049.07
1470,991,7,2022-05-15 10:46:56,South America,5,9394.92
1471,292,12,2024-04-22 22:20:58,Europe,5,4545.45
1472,392,1,2023-05-08 00:18:42,Asia,4,13509.68
1473,782,9,2023-11-06 03:43:19,Europe,1,1339.44
1474,592,1,2021-12-22 03:47:23,South America,4,13509.68
1475,379,8,2020-12-04 11:47:06,Oceania,5,15395.18
1476,319,6,2020-09-16 20:14:37,North America,2,6196.16
1477,575,3,2024-03-01 18:59:23,Africa,2,4840.96
1478,256,2,2023-06-06 16:24:12,Africa,2,6314.44
1479,859,8,2024-10-26 11:40:53,Europe,5,15395.18
1480,61,13,2022-02-22 00:15:37,South America,4,2671.96
1481,319,12,2021-04-12 22:26:35,North America,3,2727.27
1482,330,12,2023-06-17 01:23:35,North America,5,4545.45
1483,275,12,2024-10-13 08:17:29,South America,2,1818.18
1484,559,8,2022-01-02 09:59:56,Asia,3,9237.11
1485,473,12,2024-05-17 06:45:50,Africa,4,3636.36
1486,880,12,2020-11-22 08:38:20,South America,1,909.09
1487,717,2,2021-01-30 10:52:10,North America,4,12628.88
1488,166,9,2021-05-31 08:32:40,Europe,1,1339.44
1489,449,14,2020-05-01 08:40:10,South America,1,1729.71
1490,508,3,2024-02-22 15:46:17,Europe,5,12102.4
1491,767,14,2023-07-23 03:19:33,South America,5,8648.56
1492,10,5,2023-09-14 23:41:50,Asia,1,3512.27
1493,738,11,2024-06-11 06:56:24,Asia,3,3863.57
1494,630,6,2021-05-30 13:48:23,Europe,5,15490.4
1495,298,9,2023-02-27 10:39:11,Africa,2,2678.89
1496,620,5,2023-12-09 02:50:49,Europe,4,14049.07
1497,959,6,2021-05-25 06:29:19,Africa,2,6196.16
1498,733,14,2020-01-31 12:19:15,Asia,4,6918.85
1499,427,3,2024-01-01 18:32:00,North America,2,4840.96
1500,6,5,2021-09-11 02:28:19,Oceania,2,7024.54
1501,97,9,2022-10-25 11:46:06,North America,4,5357.77
1502,63,10,2025-01-20 21:44:15,Europe,4,2553.12
1503,69,6,2021-12-03 05:58:54,Asia,5,15490.4
1504,644,1,2022-05-03 02:12:52,Asia,2,6754.84
1505,841,14,2024-12-20 21:07:16,Oceania,4,6918.85
1506,314,6,2023-06-06 21:52:04,Asia,5,15490.4
1507,575,9,2020-08-28 17:02:18,Africa,2,2678.89
1508,157,2,2022-05-19 21:14:05,Europe,2,6314.44
1509,270,10,2021-01-28 15:44:29,Africa,1,638.28
1510,602,11,2022-10-22 18:31:41,Africa,4,5151.42
1511,791,14,2022-05-11 08:19:34,Oceania,5,8648.56
1512,893,10,2021-10-12 07:02:23,Europe,4,2553.12
1513,3,13,2021-11-03 11:11:38,North America,2,1335.98
1514,952,13,2021-03-31 03:12:34,Europe,5,3339.95
1515,169,8,2022-10-01 13:49:10,North America,1,3079.04
1516,918,1,2024-05-08 19:30:34,South America,2,6754.84
1517,436,11,2022-10-13 05:33:02,Asia,4,5151.42
1518,513,13,2022-01-18 01:19:40,Africa,1,667.99
1519,403,7,2024-01-14 03:38:39,Asia,4,7515.94
1520,320,14,2022-09-11 19:08:22,Africa,5,8648.56
1521,81,10,2021-05-31 02:31:46,Oceania,2,1276.56
1522,854,5,2023-09-20 11:13:09,Africa,2,7024.54
1523,453,8,2021-01-08 13:43:45,Africa,3,9237.11
1524,922,7,2021-07-07 01:34:02,North America,3,5636.95
1525,887,6,2022-12-10 23:00:01,Oceania,4,12392.32
1526,435,4,2024-10-05 05:16:02,Europe,5,5398.47
1527,392,6,2020-02-03 03:47:37,Europe,2,6196.16
1528,453,6,2021-08-28 11:56:53,North America,5,15490.4
1529,601,5,2020-10-19 09:14:12,Asia,3,10536.8
1530,938,5,2020-02-10 08:56:25,Africa,5,17561.34
1531,280,1,2024-01-27 09:03:33,South America,3,10132.26
1532,45,12,2022-05-01 19:52:57,Oceania,3,2727.27
1533,59,10,2024-01-02 18:05:04,Africa,1,638.28
1534,648,8,2021-06-23 21:18:08,South America,4,12316.14
1535,768,14,2020-11-18 18:23:51,North America,5,8648.56
1536,379,1,2021-04-20 22:48:17,Oceania,5,16887.1
1537,754,3,2020-09-14 07:51:04,South America,2,4840.96
1538,855,14,2020-06-23 03:14:28,South America,1,1729.71
1539,653,12,2022-09-03 07:10:33,North America,1,909.09
1540,879,9,2021-08-26 07:17:15,Oceania,3,4018.33
1541,629,12,2022-10-30 13:17:57,Oceania,1,909.09
1542,869,6,2024-12-28 06:31:13,Oceania,2,6196.16
1543,967,6,2020-02-14 00:40:54,Oceania,5,15490.4
1544,413,7,2020-07-20 19:23:18,Europe,1,1878.98
1545,845,13,2021-04-03 07:26:12,Oceania,5,3339.95
1546,274,2,2023-10-09 14:12:58,North America,2,6314.44
1547,283,10,2024-04-19 10:15:50,South America,2,1276.56
1548,178,11,2022-08-24 18:06:30,Asia,1,1287.86
1549,575,6,2022-11-26 20:32:34,South America,1,3098.08
1550,582,14,2024-10-25 02:07:58,South America,1,1729.71
1551,91,2,2021-07-21 00:15:30,Oceania,1,3157.22
1552,89,3,2025-01-10 15:13:44,Oceania,3,7261.44
1553,989,1,2020-02-02 10:21:58,Europe,2,6754.84
1554,654,6,2020-09-09 12:17:52,Oceania,4,12392.32
1555,966,4,2021-08-16 16:24:32,Oceania,3,3239.08
1556,774,12,2022-08-22 15:35:37,North America,2,1818.18
1557,389,12,2021-07-07 00:56:34,Asia,3,2727.27
1558,144,10,2023-07-10 04:47:34,Europe,3,1914.84
1559,856,4,2021-09-10 23:15:59,Europe,3,3239.08
1560,303,5,2022-04-01 21:54:56,North America,4,14049.07
1561,502,6,2023-02-03 16:57:54,Asia,5,15490.4
1562,791,11,2023-10-29 02:03:34,Oceania,5,6439.28
1563,704,14,2020-04-24 02:52:06,Africa,2,3459.42
1564,395,3,2024-11-01 22:11:19,Europe,5,12102.4
1565,720,7,2022-06-15 22:12:44,Europe,3,5636.95
1566,351,12,2024-09-09 19:06:45,Oceania,5,4545.45
1567,814,5,2024-05-13 16:22:04,Europe,1,3512.27
1568,265,4,2022-03-21 10:04:52,North America,4,4318.78
1569,945,2,2021-08-02 04:53:36,South America,5,15786.1
1570,144,8,2022-09-30 11:57:05,Asia,5,15395.18
1571,578,7,2020-04-15 04:01:22,Asia,5,9394.92
1572,719,2,2020-01-25 12:56:24,Europe,3,9471.66
1573,432,8,2022-11-12 00:04:18,Oceania,3,9237.11
1574,925,2,2023-01-17 06:45:11,Asia,2,6314.44
1575,167,8,2021-08-01 09:08:58,North America,5,15395.18
1576,450,13,2023-11-19 03:03:23,Africa,5,3339.95
1577,590,12,2023-05-25 16:27:44,South America,4,3636.36
1578,855,4,2023-03-05 12:54:39,Africa,3,3239.08
1579,346,8,2022-07-21 14:32:36,North America,4,12316.14
1580,995,4,2020-12-01 02:16:30,South America,5,5398.47
1581,437,13,2024-11-29 04:37:32,South America,3,2003.97
1582,608,1,2024-05-10 08:43:28,Europe,2,6754.84
1583,945,5,2024-06-16 06:38:39,Europe,5,17561.34
1584,975,10,2021-02-07 13:21:43,Oceania,2,1276.56
1585,342,13,2020-10-07 20:36:42,Asia,1,667.99
1586,812,13,2022-12-11 07:16:08,South America,2,1335.98
1587,406,3,2020-01-03 14:52:26,Oceania,4,9681.92
1588,152,4,2022-07-25 01:14:20,Asia,2,2159.39
1589,83,3,2021-09-23 16:47:08,South America,2,4840.96
1590,93,12,2021-04-23 21:21:27,Oceania,2,1818.18
1591,569,14,2020-01-16 08:42:34,South America,3,5189.14
1592,164,6,2024-01-02 17:26:39,Africa,1,3098.08
1593,704,7,2024-01-07 09:41:02,Oceania,2,3757.97
1594,386,14,2022-01-24 04:09:21,North America,4,6918.85
1595,397,3,2021-02-18 20:26:25,South America,3,7261.44
1596,792,6,2023-08-12 03:54:24,Africa,3,9294.24
1597,404,9,2022-12-13 16:17:31,South America,1,1339.44
1598,686,12,2020-03-24 13:31:53,Europe,5,4545.45
1599,907,10,2021-12-31 14:37:13,Asia,2,1276.56
1600,371,6,2020-01-05 22:40:25,Africa,5,15490.4
1601,614,13,2020-08-28 01:38:28,Oceania,4,2671.96
1602,236,3,2021-08-07 00:06:00,North America,4,9681.92
1603,217,5,2020-10-15 11:25:27,Asia,4,14049.07
1604,394,11,2023-08-15 15:20:12,Europe,2,2575.71
1605,292,5,2024-02-02 08:00:54,North America,4,14049.07
1606,268,7,2021-05-23 02:38:26,South America,2,3757.97
1607,699,9,2023-12-15 11:08:56,North America,1,1339.44
1608,355,11,2023-06-10 15:44:01,North America,1,1287.86
1609,165,6,2024-11-20 11:24:40,Africa,2,6196.16
1610,394,11,2020-02-06 00:06:47,South America,4,5151.42
1611,670,11,2023-08-05 12:40:55,North America,4,5151.42
1612,311,7,2020-12-26 06:29:11,Africa,3,5636.95
1613,827,13,2024-04-08 20:25:30,Asia,4,2671.96
1614,800,8,2024-07-20 06:17:35,Asia,3,9237.11
1615,115,13,2023-08-10 12:35:15,Africa,2,1335.98
1616,778,7,2021-04-12 05:41:02,North America,1,1878.98
1617,346,12,2022-03-12 01:41:12,Europe,5,4545.45
1618,528,14,2023-11-14 14:27:56,South America,5,8648.56
1619,50,8,2020-05-03 19:01:02,North America,3,9237.11
1620,889,8,2023-02-14 13:16:03,North America,4,12316.14
1621,911,10,2022-02-22 22:51:01,South America,3,1914.84
1622,346,11,2020-03-14 02:32:59,Africa,3,3863.57
1623,274,3,2023-01-13 19:18:04,South America,3,7261.44
1624,18,8,2022-07-13 20:52:45,Oceania,3,9237.11
1625,37,10,2023-01-14 22:04:45,Oceania,1,638.28
1626,38,9,2022-02-11 10:57:06,Europe,4,5357.77
1627,87,9,2021-01-26 15:18:51,Oceania,1,1339.44
1628,149,11,2023-09-01 09:11:10,Asia,4,5151.42
1629,354,8,2022-01-28 09:28:03,Oceania,5,15395.18
1630,841,9,2023-11-25 06:14:27,North America,5,6697.22
1631,79,6,2020-04-28 22:54:50,Europe,3,9294.24
1632,624,12,2023-04-01 13:29:48,Africa,1,909.09
1633,743,2,2022-07-27 05:42:23,South America,3,9471.66
1634,411,1,2022-03-09 00:43:15,Oceania,2,6754.84
1635,669,12,2023-09-08 15:16:36,North America,1,909.09
1636,813,4,2022-03-21 19:45:42,Asia,5,5398.47
1637,631,9,2022-01-27 07:29:47,Oceania,5,6697.22
1638,819,1,2024-11-16 07:01:55,South America,3,10132.26
1639,221,13,2022-05-03 17:35:07,Oceania,4,2671.96
1640,706,13,2022-05-10 03:42:59,Africa,2,1335.98
1641,688,1,2023-05-23 15:02:13,Europe,5,16887.1
1642,695,5,2020-01-16 16:38:01,South America,3,10536.8
1643,213,1,2021-02-07 04:07:29,Asia,4,13509.68
1644,274,8,2022-09-15 11:41:03,North America,5,15395.18
1645,227,4,2022-10-05 12:35:20,Europe,1,1079.69
1646,66,10,2023-12-02 04:07:02,Africa,3,1914.84
1647,431,11,2022-10-18 09:31:37,Africa,5,6439.28
1648,399,8,2020-02-09 01:04:48,Asia,5,15395.18
1649,349,6,2023-10-12 15:36:11,Europe,3,9294.24
1650,474,14,2021-10-16 10:15:45,Africa,4,6918.85
1651,715,3,2022-03-05 09:49:19,South America,4,9681.92
1652,34,11,2020-09-01 05:28:32,Oceania,5,6439.28
1653,499,9,2020-09-15 03:47:19,Europe,3,4018.33
1654,766,9,2022-08-02 14:19:24,Asia,3,4018.33
1655,769,6,2023-12-23 02:23:13,North America,4,12392.32
1656,160,10,2021-06-02 00:36:38,Africa,5,3191.4
1657,361,10,2023-07-14 13:56:47,North America,4,2553.12
1658,770,5,2024-03-04 17:29:05,Europe,5,17561.34
1659,385,9,2023-03-21 17:41:59,Africa,2,2678.89
1660,972,14,2020-10-28 07:20:22,South America,1,1729.71
1661,224,4,2024-11-08 05:49:59,Asia,1,1079.69
1662,183,14,2023-05-31 05:24:52,Africa,2,3459.42
1663,419,6,2023-07-23 05:45:37,Africa,2,6196.16
1664,286,6,2020-11-24 04:59:53,Oceania,3,9294.24
1665,906,11,2024-04-09 14:33:03,Africa,3,3863.57
1666,546,7,2023-06-09 01:53:08,South America,2,3757.97
1667,775,8,2023-10-28 09:51:46,Europe,3,9237.11
