log_id,user_id,activity_type,destination_id,activity_timestamp,additional_data
1228,646,booking,,2022-05-29 10:16:40,"{""info"": ""Sample log data"", ""session_id"": 4997}"
1229,865,review_submission,13.0,2024-11-17 12:58:07,"{""info"": ""Sample log data"", ""session_id"": 1531}"
1230,568,booking,2.0,2020-11-29 09:48:07,"{""info"": ""Sample log data"", ""session_id"": 9702}"
1231,326,review_submission,8.0,2024-06-15 00:05:51,"{""info"": ""Sample log data"", ""session_id"": 4588}"
1232,147,search,4.0,2022-12-23 21:17:06,"{""info"": ""Sample log data"", ""session_id"": 5813}"
1233,129,booking,11.0,2023-01-18 16:51:20,"{""info"": ""Sample log data"", ""session_id"": 2110}"
1234,107,search,10.0,2021-09-01 22:35:59,"{""info"": ""Sample log data"", ""session_id"": 6789}"
1235,616,booking,14.0,2024-11-30 05:38:33,"{""info"": ""Sample log data"", ""session_id"": 5813}"
1236,171,booking,2.0,2022-09-01 01:15:53,"{""info"": ""Sample log data"", ""session_id"": 8347}"
1237,637,search,12.0,2021-03-09 11:31:23,"{""info"": ""Sample log data"", ""session_id"": 5045}"
1238,572,review_submission,,2023-12-25 20:00:35,"{""info"": ""Sample log data"", ""session_id"": 7376}"
1239,874,review_submission,,2021-05-28 15:03:08,"{""info"": ""Sample log data"", ""session_id"": 9578}"
1240,592,booking,14.0,2021-09-19 15:08:40,"{""info"": ""Sample log data"", ""session_id"": 6074}"
1241,18,click,,2024-09-05 03:25:14,"{""info"": ""Sample log data"", ""session_id"": 4569}"
1242,547,review_submission,,2021-08-27 01:20:01,"{""info"": ""Sample log data"", ""session_id"": 1349}"
1243,541,search,9.0,2023-06-19 22:56:41,"{""info"": ""Sample log data"", ""session_id"": 4912}"
1244,165,click,,2020-01-27 11:33:23,"{""info"": ""Sample log data"", ""session_id"": 3955}"
1245,395,review_submission,4.0,2020-01-14 17:11:42,"{""info"": ""Sample log data"", ""session_id"": 8731}"
1246,126,booking,5.0,2024-09-07 16:25:25,"{""info"": ""Sample log data"", ""session_id"": 6336}"
1247,121,click,4.0,2020-08-29 08:10:06,"{""info"": ""Sample log data"", ""session_id"": 8698}"
1248,522,review_submission,,2023-09-21 22:17:42,"{""info"": ""Sample log data"", ""session_id"": 8357}"
1249,416,review_submission,8.0,2025-01-16 02:59:46,"{""info"": ""Sample log data"", ""session_id"": 3237}"
1250,722,click,13.0,2021-12-08 08:13:09,"{""info"": ""Sample log data"", ""session_id"": 1967}"
1251,944,click,,2022-09-19 22:20:20,"{""info"": ""Sample log data"", ""session_id"": 8173}"
1252,277,search,6.0,2022-01-10 03:29:57,"{""info"": ""Sample log data"", ""session_id"": 1211}"
1253,215,review_submission,,2023-09-22 12:39:06,"{""info"": ""Sample log data"", ""session_id"": 9008}"
1254,543,review_submission,2.0,2022-04-07 07:54:10,"{""info"": ""Sample log data"", ""session_id"": 8735}"
1255,679,click,,2022-11-27 07:48:55,"{""info"": ""Sample log data"", ""session_id"": 8624}"
1256,66,click,,2024-11-25 03:39:42,"{""info"": ""Sample log data"", ""session_id"": 7786}"
1257,489,booking,,2020-10-21 08:40:37,"{""info"": ""Sample log data"", ""session_id"": 6065}"
1258,324,click,,2021-07-06 02:07:46,"{""info"": ""Sample log data"", ""session_id"": 6823}"
1259,455,booking,,2024-05-29 00:23:21,"{""info"": ""Sample log data"", ""session_id"": 9713}"
1260,150,booking,,2024-11-16 15:09:20,"{""info"": ""Sample log data"", ""session_id"": 1795}"
1261,725,search,,2020-11-19 19:50:08,"{""info"": ""Sample log data"", ""session_id"": 2687}"
1262,839,search,,2024-01-19 21:14:05,"{""info"": ""Sample log data"", ""session_id"": 5090}"
1263,807,click,,2020-08-19 16:10:13,"{""info"": ""Sample log data"", ""session_id"": 6239}"
1264,471,review_submission,,2024-03-16 04:31:25,"{""info"": ""Sample log data"", ""session_id"": 1607}"
1265,665,booking,,2024-07-11 01:05:24,"{""info"": ""Sample log data"", ""session_id"": 1151}"
1266,994,click,9.0,2020-07-29 08:53:27,"{""info"": ""Sample log data"", ""session_id"": 4659}"
1267,266,review_submission,6.0,2021-07-05 09:40:42,"{""info"": ""Sample log data"", ""session_id"": 8944}"
1268,328,review_submission,1.0,2022-07-18 13:36:46,"{""info"": ""Sample log data"", ""session_id"": 6637}"
1269,386,click,12.0,2021-10-03 18:52:54,"{""info"": ""Sample log data"", ""session_id"": 9855}"
1270,592,click,,2023-01-22 03:08:55,"{""info"": ""Sample log data"", ""session_id"": 3267}"
1271,286,booking,8.0,2022-11-19 05:48:18,"{""info"": ""Sample log data"", ""session_id"": 2263}"
1272,325,booking,,2024-07-06 02:24:48,"{""info"": ""Sample log data"", ""session_id"": 3186}"
1273,413,click,9.0,2021-09-21 05:42:46,"{""info"": ""Sample log data"", ""session_id"": 3722}"
1274,985,booking,11.0,2023-12-12 13:23:53,"{""info"": ""Sample log data"", ""session_id"": 2452}"
1275,387,search,,2021-05-14 07:01:01,"{""info"": ""Sample log data"", ""session_id"": 9376}"
1276,932,review_submission,,2022-02-18 15:14:22,"{""info"": ""Sample log data"", ""session_id"": 8887}"
1277,428,click,,2020-03-17 09:13:28,"{""info"": ""Sample log data"", ""session_id"": 4426}"
1278,701,booking,,2023-12-29 22:42:24,"{""info"": ""Sample log data"", ""session_id"": 8272}"
1279,771,click,7.0,2024-11-08 09:45:16,"{""info"": ""Sample log data"", ""session_id"": 4100}"
1280,941,search,13.0,2021-07-09 16:15:12,"{""info"": ""Sample log data"", ""session_id"": 5596}"
1281,93,click,12.0,2021-03-09 09:43:08,"{""info"": ""Sample log data"", ""session_id"": 9362}"
1282,772,search,,2021-07-30 02:38:53,"{""info"": ""Sample log data"", ""session_id"": 6710}"
1283,247,booking,14.0,2024-04-08 00:55:44,"{""info"": ""Sample log data"", ""session_id"": 6906}"
1284,282,booking,,2020-07-19 03:48:56,"{""info"": ""Sample log data"", ""session_id"": 9833}"
1285,628,click,6.0,2020-09-22 18:11:25,"{""info"": ""Sample log data"", ""session_id"": 5280}"
1286,785,search,1.0,2022-12-14 13:51:27,"{""info"": ""Sample log data"", ""session_id"": 7591}"
1287,231,search,4.0,2024-04-18 05:57:59,"{""info"": ""Sample log data"", ""session_id"": 3468}"
1288,442,review_submission,,2022-07-29 15:45:50,"{""info"": ""Sample log data"", ""session_id"": 1148}"
1289,316,review_submission,,2023-01-24 09:07:56,"{""info"": ""Sample log data"", ""session_id"": 8258}"
1290,103,review_submission,,2021-03-08 17:35:52,"{""info"": ""Sample log data"", ""session_id"": 2513}"
1291,200,click,,2020-07-04 10:15:16,"{""info"": ""Sample log data"", ""session_id"": 9593}"
1292,428,click,,2024-07-24 01:27:37,"{""info"": ""Sample log data"", ""session_id"": 6140}"
1293,396,booking,11.0,2022-07-15 00:41:14,"{""info"": ""Sample log data"", ""session_id"": 8180}"
1294,396,search,11.0,2021-10-17 05:52:51,"{""info"": ""Sample log data"", ""session_id"": 1332}"
1295,591,click,,2024-08-18 07:32:15,"{""info"": ""Sample log data"", ""session_id"": 8198}"
1296,182,booking,,2021-10-25 05:21:33,"{""info"": ""Sample log data"", ""session_id"": 7437}"
1297,215,search,7.0,2022-01-28 08:26:42,"{""info"": ""Sample log data"", ""session_id"": 1269}"
1298,873,booking,7.0,2020-11-16 09:45:59,"{""info"": ""Sample log data"", ""session_id"": 8685}"
1299,162,review_submission,3.0,2022-01-02 00:50:30,"{""info"": ""Sample log data"", ""session_id"": 4399}"
1300,718,review_submission,5.0,2024-05-20 19:26:15,"{""info"": ""Sample log data"", ""session_id"": 5652}"
1301,802,review_submission,5.0,2020-10-07 13:37:13,"{""info"": ""Sample log data"", ""session_id"": 8096}"
1302,827,click,5.0,2020-04-17 09:41:00,"{""info"": ""Sample log data"", ""session_id"": 4747}"
1303,966,search,1.0,2023-04-21 01:28:59,"{""info"": ""Sample log data"", ""session_id"": 7751}"
1304,241,review_submission,7.0,2021-03-22 09:21:24,"{""info"": ""Sample log data"", ""session_id"": 9587}"
1305,281,booking,,2022-08-08 19:01:52,"{""info"": ""Sample log data"", ""session_id"": 2185}"
1306,298,search,,2023-11-10 15:25:41,"{""info"": ""Sample log data"", ""session_id"": 7199}"
1307,156,click,,2020-08-23 23:25:56,"{""info"": ""Sample log data"", ""session_id"": 2705}"
1308,650,search,,2024-06-25 11:35:58,"{""info"": ""Sample log data"", ""session_id"": 7995}"
1309,82,search,,2020-05-15 22:56:34,"{""info"": ""Sample log data"", ""session_id"": 1985}"
1310,188,review_submission,,2023-07-25 06:54:01,"{""info"": ""Sample log data"", ""session_id"": 1288}"
1311,653,search,,2022-11-08 08:43:39,"{""info"": ""Sample log data"", ""session_id"": 4264}"
1312,524,search,,2021-02-20 15:02:30,"{""info"": ""Sample log data"", ""session_id"": 6116}"
1313,285,search,,2023-04-23 03:36:56,"{""info"": ""Sample log data"", ""session_id"": 9054}"
1314,559,booking,,2021-11-17 03:41:07,"{""info"": ""Sample log data"", ""session_id"": 3416}"
1315,931,search,,2020-06-22 22:02:47,"{""info"": ""Sample log data"", ""session_id"": 3911}"
1316,934,booking,3.0,2024-06-18 14:17:53,"{""info"": ""Sample log data"", ""session_id"": 4195}"
1317,355,booking,,2020-02-13 10:51:30,"{""info"": ""Sample log data"", ""session_id"": 8551}"
1318,79,search,11.0,2023-12-12 18:25:46,"{""info"": ""Sample log data"", ""session_id"": 3810}"
1319,632,booking,1.0,2022-01-27 17:13:33,"{""info"": ""Sample log data"", ""session_id"": 1418}"
1320,355,search,,2023-09-09 12:35:22,"{""info"": ""Sample log data"", ""session_id"": 8282}"
1321,97,booking,,2021-12-27 23:11:00,"{""info"": ""Sample log data"", ""session_id"": 4643}"
1322,673,click,13.0,2024-04-01 06:04:03,"{""info"": ""Sample log data"", ""session_id"": 2320}"
1323,261,review_submission,,2023-01-13 15:18:12,"{""info"": ""Sample log data"", ""session_id"": 5185}"
1324,754,search,3.0,2022-06-28 09:48:00,"{""info"": ""Sample log data"", ""session_id"": 3912}"
1325,161,search,14.0,2024-04-26 04:46:37,"{""info"": ""Sample log data"", ""session_id"": 9992}"
1326,74,booking,13.0,2020-05-27 18:13:50,"{""info"": ""Sample log data"", ""session_id"": 9339}"
1327,601,booking,3.0,2023-09-30 13:07:19,"{""info"": ""Sample log data"", ""session_id"": 7430}"
1328,561,search,2.0,2023-07-19 17:54:34,"{""info"": ""Sample log data"", ""session_id"": 8046}"
1329,171,booking,,2020-06-26 05:38:54,"{""info"": ""Sample log data"", ""session_id"": 8818}"
1330,755,click,12.0,2022-05-15 10:45:02,"{""info"": ""Sample log data"", ""session_id"": 2038}"
1331,238,booking,4.0,2022-02-06 14:29:27,"{""info"": ""Sample log data"", ""session_id"": 3765}"
1332,375,search,12.0,2024-02-20 00:25:54,"{""info"": ""Sample log data"", ""session_id"": 5105}"
1333,615,review_submission,14.0,2022-01-14 17:57:54,"{""info"": ""Sample log data"", ""session_id"": 4774}"
1334,518,booking,5.0,2021-12-21 16:49:39,"{""info"": ""Sample log data"", ""session_id"": 8894}"
1335,658,review_submission,,2021-10-15 23:01:34,"{""info"": ""Sample log data"", ""session_id"": 5358}"
1336,159,booking,12.0,2021-08-16 15:45:27,"{""info"": ""Sample log data"", ""session_id"": 4682}"
1337,27,review_submission,,2020-10-25 08:25:41,"{""info"": ""Sample log data"", ""session_id"": 5710}"
1338,570,review_submission,11.0,2021-02-01 19:28:41,"{""info"": ""Sample log data"", ""session_id"": 1766}"
1339,528,booking,13.0,2022-10-30 15:54:16,"{""info"": ""Sample log data"", ""session_id"": 1937}"
1340,773,booking,,2020-11-24 17:35:21,"{""info"": ""Sample log data"", ""session_id"": 6481}"
1341,599,search,,2021-01-01 08:38:11,"{""info"": ""Sample log data"", ""session_id"": 3052}"
1342,934,click,,2021-06-13 09:36:20,"{""info"": ""Sample log data"", ""session_id"": 2716}"
1343,61,search,,2022-06-16 16:57:00,"{""info"": ""Sample log data"", ""session_id"": 5213}"
1344,482,click,10.0,2020-08-10 20:00:37,"{""info"": ""Sample log data"", ""session_id"": 8727}"
1345,128,review_submission,5.0,2020-04-01 20:21:13,"{""info"": ""Sample log data"", ""session_id"": 4283}"
1346,728,booking,,2024-06-28 01:05:10,"{""info"": ""Sample log data"", ""session_id"": 9259}"
1347,705,booking,,2022-10-20 21:19:12,"{""info"": ""Sample log data"", ""session_id"": 8975}"
1348,773,click,,2022-05-14 03:21:40,"{""info"": ""Sample log data"", ""session_id"": 7199}"
1349,415,review_submission,,2021-02-23 17:49:29,"{""info"": ""Sample log data"", ""session_id"": 4590}"
1350,404,review_submission,12.0,2022-06-26 18:51:10,"{""info"": ""Sample log data"", ""session_id"": 8699}"
1351,270,search,3.0,2024-09-30 16:01:12,"{""info"": ""Sample log data"", ""session_id"": 2730}"
1352,557,search,,2024-05-24 12:16:11,"{""info"": ""Sample log data"", ""session_id"": 4452}"
1353,514,click,6.0,2024-07-15 11:01:58,"{""info"": ""Sample log data"", ""session_id"": 5620}"
1354,5,booking,4.0,2023-02-08 01:32:18,"{""info"": ""Sample log data"", ""session_id"": 2916}"
1355,412,search,,2022-10-17 22:52:32,"{""info"": ""Sample log data"", ""session_id"": 8915}"
1356,998,review_submission,6.0,2023-08-30 16:47:33,"{""info"": ""Sample log data"", ""session_id"": 7860}"
1357,575,booking,9.0,2021-11-05 06:48:44,"{""info"": ""Sample log data"", ""session_id"": 2616}"
1358,438,click,,2024-06-13 15:35:02,"{""info"": ""Sample log data"", ""session_id"": 2138}"
1359,471,booking,,2024-09-15 14:07:37,"{""info"": ""Sample log data"", ""session_id"": 2098}"
1360,255,booking,,2023-04-12 15:00:04,"{""info"": ""Sample log data"", ""session_id"": 5384}"
1361,161,click,13.0,2020-02-05 11:50:23,"{""info"": ""Sample log data"", ""session_id"": 4427}"
1362,980,booking,,2021-02-25 10:44:37,"{""info"": ""Sample log data"", ""session_id"": 7506}"
1363,43,booking,4.0,2024-10-02 07:10:34,"{""info"": ""Sample log data"", ""session_id"": 8667}"
1364,901,click,5.0,2020-10-15 21:59:45,"{""info"": ""Sample log data"", ""session_id"": 2377}"
1365,261,review_submission,,2023-11-15 13:25:07,"{""info"": ""Sample log data"", ""session_id"": 6391}"
1366,279,review_submission,,2023-12-10 03:38:08,"{""info"": ""Sample log data"", ""session_id"": 1605}"
1367,283,search,,2023-11-26 12:10:16,"{""info"": ""Sample log data"", ""session_id"": 9749}"
1368,70,booking,,2022-11-11 03:12:21,"{""info"": ""Sample log data"", ""session_id"": 8852}"
1369,969,review_submission,,2020-10-19 08:01:46,"{""info"": ""Sample log data"", ""session_id"": 1513}"
1370,680,click,,2020-03-06 23:32:36,"{""info"": ""Sample log data"", ""session_id"": 6621}"
1371,482,click,7.0,2020-06-08 00:08:31,"{""info"": ""Sample log data"", ""session_id"": 9501}"
1372,887,search,5.0,2024-03-23 20:30:20,"{""info"": ""Sample log data"", ""session_id"": 6140}"
1373,440,booking,4.0,2024-01-12 01:08:25,"{""info"": ""Sample log data"", ""session_id"": 3646}"
1374,825,search,,2023-11-11 06:58:29,"{""info"": ""Sample log data"", ""session_id"": 2119}"
1375,694,review_submission,10.0,2023-04-18 00:08:16,"{""info"": ""Sample log data"", ""session_id"": 6247}"
1376,519,review_submission,3.0,2023-06-28 09:14:53,"{""info"": ""Sample log data"", ""session_id"": 5050}"
1377,316,search,2.0,2022-03-30 06:10:25,"{""info"": ""Sample log data"", ""session_id"": 9815}"
1378,880,booking,,2023-10-27 18:47:18,"{""info"": ""Sample log data"", ""session_id"": 2808}"
1379,964,click,,2024-01-22 04:14:49,"{""info"": ""Sample log data"", ""session_id"": 3618}"
1380,563,search,9.0,2024-12-28 06:26:59,"{""info"": ""Sample log data"", ""session_id"": 2927}"
1381,171,review_submission,,2021-05-26 09:49:49,"{""info"": ""Sample log data"", ""session_id"": 5231}"
1382,592,search,,2020-03-21 06:14:55,"{""info"": ""Sample log data"", ""session_id"": 9680}"
1383,300,search,,2024-10-06 15:57:50,"{""info"": ""Sample log data"", ""session_id"": 6484}"
1384,897,booking,,2021-12-05 23:36:57,"{""info"": ""Sample log data"", ""session_id"": 2011}"
1385,724,booking,,2023-07-17 11:36:27,"{""info"": ""Sample log data"", ""session_id"": 4329}"
1386,127,booking,,2024-03-14 20:43:30,"{""info"": ""Sample log data"", ""session_id"": 1357}"
1387,505,search,,2022-03-04 02:14:14,"{""info"": ""Sample log data"", ""session_id"": 9969}"
1388,728,search,,2020-01-08 01:00:21,"{""info"": ""Sample log data"", ""session_id"": 1078}"
1389,61,booking,,2023-02-22 06:44:41,"{""info"": ""Sample log data"", ""session_id"": 7722}"
1390,47,click,4.0,2020-06-07 04:34:58,"{""info"": ""Sample log data"", ""session_id"": 7927}"
1391,320,search,,2021-05-08 16:57:29,"{""info"": ""Sample log data"", ""session_id"": 7735}"
1392,537,click,,2022-08-07 04:02:11,"{""info"": ""Sample log data"", ""session_id"": 3520}"
1393,465,click,,2022-03-14 12:20:15,"{""info"": ""Sample log data"", ""session_id"": 8953}"
1394,590,click,,2020-12-23 00:07:03,"{""info"": ""Sample log data"", ""session_id"": 8871}"
1395,707,click,,2023-06-21 04:39:09,"{""info"": ""Sample log data"", ""session_id"": 6270}"
1396,283,review_submission,,2024-04-29 13:35:36,"{""info"": ""Sample log data"", ""session_id"": 8560}"
1397,857,click,,2020-07-26 22:25:25,"{""info"": ""Sample log data"", ""session_id"": 1980}"
1398,860,booking,4.0,2023-01-06 17:21:25,"{""info"": ""Sample log data"", ""session_id"": 1903}"
1399,816,review_submission,,2023-11-28 21:33:40,"{""info"": ""Sample log data"", ""session_id"": 2972}"
1400,572,booking,,2020-01-07 06:48:25,"{""info"": ""Sample log data"", ""session_id"": 2750}"
1401,487,booking,4.0,2022-03-10 01:06:15,"{""info"": ""Sample log data"", ""session_id"": 2003}"
1402,987,click,,2020-07-01 21:50:40,"{""info"": ""Sample log data"", ""session_id"": 1765}"
1403,301,search,4.0,2023-06-24 17:54:13,"{""info"": ""Sample log data"", ""session_id"": 7501}"
1404,868,review_submission,,2021-04-03 18:17:12,"{""info"": ""Sample log data"", ""session_id"": 8869}"
1405,796,search,8.0,2021-04-28 21:31:37,"{""info"": ""Sample log data"", ""session_id"": 8338}"
1406,590,review_submission,,2023-08-28 21:13:15,"{""info"": ""Sample log data"", ""session_id"": 4489}"
1407,760,booking,,2022-07-07 11:43:19,"{""info"": ""Sample log data"", ""session_id"": 3923}"
1408,714,review_submission,3.0,2022-07-02 18:23:15,"{""info"": ""Sample log data"", ""session_id"": 4451}"
1409,525,search,,2023-12-05 22:24:16,"{""info"": ""Sample log data"", ""session_id"": 7514}"
1410,139,click,,2020-04-17 15:21:43,"{""info"": ""Sample log data"", ""session_id"": 3356}"
1411,756,booking,5.0,2020-08-11 06:27:46,"{""info"": ""Sample log data"", ""session_id"": 7492}"
1412,656,click,10.0,2022-09-16 18:06:04,"{""info"": ""Sample log data"", ""session_id"": 9360}"
1413,317,review_submission,,2021-01-26 19:29:39,"{""info"": ""Sample log data"", ""session_id"": 6496}"
1414,429,search,,2023-04-07 21:23:42,"{""info"": ""Sample log data"", ""session_id"": 8657}"
1415,913,click,11.0,2021-09-26 07:36:03,"{""info"": ""Sample log data"", ""session_id"": 8140}"
1416,636,search,7.0,2022-09-22 01:14:44,"{""info"": ""Sample log data"", ""session_id"": 6749}"
1417,34,click,7.0,2022-01-08 01:37:10,"{""info"": ""Sample log data"", ""session_id"": 5216}"
1418,31,review_submission,4.0,2021-02-23 15:15:20,"{""info"": ""Sample log data"", ""session_id"": 3535}"
1419,812,search,,2023-04-07 16:01:00,"{""info"": ""Sample log data"", ""session_id"": 8193}"
1420,446,review_submission,,2020-01-14 05:14:49,"{""info"": ""Sample log data"", ""session_id"": 6313}"
1421,240,click,5.0,2020-12-19 22:26:24,"{""info"": ""Sample log data"", ""session_id"": 7748}"
1422,579,booking,,2021-11-25 21:33:54,"{""info"": ""Sample log data"", ""session_id"": 3730}"
1423,968,review_submission,,2024-09-05 06:08:09,"{""info"": ""Sample log data"", ""session_id"": 1197}"
1424,375,search,4.0,2022-10-31 09:09:30,"{""info"": ""Sample log data"", ""session_id"": 8423}"
1425,230,click,2.0,2023-03-20 21:56:56,"{""info"": ""Sample log data"", ""session_id"": 8267}"
1426,878,review_submission,,2022-10-29 06:14:30,"{""info"": ""Sample log data"", ""session_id"": 7099}"
1427,137,review_submission,,2021-01-05 03:54:44,"{""info"": ""Sample log data"", ""session_id"": 1494}"
1428,452,search,,2023-02-09 05:56:23,"{""info"": ""Sample log data"", ""session_id"": 9154}"
1429,9,booking,,2020-04-22 05:08:44,"{""info"": ""Sample log data"", ""session_id"": 7528}"
1430,545,review_submission,,2022-06-17 19:18:26,"{""info"": ""Sample log data"", ""session_id"": 2517}"
1431,130,click,,2021-06-22 12:47:06,"{""info"": ""Sample log data"", ""session_id"": 6209}"
1432,575,review_submission,10.0,2023-05-25 04:07:26,"{""info"": ""Sample log data"", ""session_id"": 5038}"
1433,322,review_submission,1.0,2023-04-04 13:16:47,"{""info"": ""Sample log data"", ""session_id"": 4065}"
1434,343,booking,,2020-09-28 12:27:25,"{""info"": ""Sample log data"", ""session_id"": 8906}"
1435,820,review_submission,,2020-08-22 17:53:01,"{""info"": ""Sample log data"", ""session_id"": 4289}"
1436,487,booking,,2021-11-07 22:16:48,"{""info"": ""Sample log data"", ""session_id"": 2096}"
1437,856,click,8.0,2022-04-09 21:46:30,"{""info"": ""Sample log data"", ""session_id"": 5115}"
1438,827,booking,9.0,2020-07-24 11:33:30,"{""info"": ""Sample log data"", ""session_id"": 9069}"
1439,434,click,2.0,2022-04-15 06:29:34,"{""info"": ""Sample log data"", ""session_id"": 7830}"
1440,782,search,,2023-03-16 09:18:38,"{""info"": ""Sample log data"", ""session_id"": 2260}"
1441,328,click,,2022-11-08 00:12:53,"{""info"": ""Sample log data"", ""session_id"": 5067}"
1442,155,click,,2023-10-29 00:29:49,"{""info"": ""Sample log data"", ""session_id"": 1641}"
1443,760,search,1.0,2022-04-18 03:37:38,"{""info"": ""Sample log data"", ""session_id"": 9651}"
1444,708,search,,2020-08-12 15:12:23,"{""info"": ""Sample log data"", ""session_id"": 9769}"
1445,280,search,,2022-02-04 02:22:05,"{""info"": ""Sample log data"", ""session_id"": 8330}"
1446,787,booking,9.0,2021-02-25 18:59:14,"{""info"": ""Sample log data"", ""session_id"": 7583}"
1447,528,search,8.0,2020-01-26 17:50:48,"{""info"": ""Sample log data"", ""session_id"": 1232}"
1448,534,search,6.0,2022-10-21 08:14:52,"{""info"": ""Sample log data"", ""session_id"": 9320}"
1449,43,search,5.0,2021-08-21 08:34:01,"{""info"": ""Sample log data"", ""session_id"": 4549}"
1450,290,search,6.0,2024-09-13 16:41:26,"{""info"": ""Sample log data"", ""session_id"": 2840}"
1451,712,search,,2021-11-18 17:30:32,"{""info"": ""Sample log data"", ""session_id"": 6591}"
1452,981,review_submission,13.0,2021-07-26 20:12:19,"{""info"": ""Sample log data"", ""session_id"": 2731}"
1453,797,click,2.0,2023-06-30 17:19:14,"{""info"": ""Sample log data"", ""session_id"": 7796}"
1454,583,booking,7.0,2021-03-01 22:40:28,"{""info"": ""Sample log data"", ""session_id"": 2230}"
1455,165,booking,,2023-08-04 04:29:43,"{""info"": ""Sample log data"", ""session_id"": 5231}"
1456,148,search,,2024-10-24 10:40:41,"{""info"": ""Sample log data"", ""session_id"": 9580}"
1457,885,click,7.0,2020-06-09 05:40:32,"{""info"": ""Sample log data"", ""session_id"": 8488}"
1458,838,booking,,2024-12-21 20:56:54,"{""info"": ""Sample log data"", ""session_id"": 6259}"
1459,614,search,14.0,2023-04-22 22:29:42,"{""info"": ""Sample log data"", ""session_id"": 1073}"
1460,883,click,1.0,2021-11-27 05:30:21,"{""info"": ""Sample log data"", ""session_id"": 2294}"
1461,742,booking,,2023-02-21 19:45:20,"{""info"": ""Sample log data"", ""session_id"": 7836}"
1462,992,booking,8.0,2023-07-27 13:23:17,"{""info"": ""Sample log data"", ""session_id"": 7401}"
1463,363,review_submission,14.0,2021-10-17 19:23:53,"{""info"": ""Sample log data"", ""session_id"": 1371}"
1464,293,booking,14.0,2022-07-31 00:42:12,"{""info"": ""Sample log data"", ""session_id"": 4852}"
1465,950,review_submission,5.0,2023-05-21 08:13:47,"{""info"": ""Sample log data"", ""session_id"": 5434}"
1466,361,search,,2021-03-23 21:56:37,"{""info"": ""Sample log data"", ""session_id"": 6291}"
1467,195,click,13.0,2021-12-03 11:58:26,"{""info"": ""Sample log data"", ""session_id"": 1376}"
1468,484,click,,2023-04-12 20:33:09,"{""info"": ""Sample log data"", ""session_id"": 5172}"
1469,97,click,7.0,2021-11-06 23:12:34,"{""info"": ""Sample log data"", ""session_id"": 6964}"
1470,835,booking,,2022-09-23 01:17:15,"{""info"": ""Sample log data"", ""session_id"": 9914}"
1471,407,search,9.0,2022-09-30 06:03:55,"{""info"": ""Sample log data"", ""session_id"": 9257}"
1472,205,click,5.0,2024-05-28 14:42:30,"{""info"": ""Sample log data"", ""session_id"": 4592}"
1473,378,booking,,2021-03-13 07:41:19,"{""info"": ""Sample log data"", ""session_id"": 8763}"
1474,528,booking,10.0,2025-01-05 13:08:22,"{""info"": ""Sample log data"", ""session_id"": 3817}"
1475,16,review_submission,,2023-03-04 12:40:58,"{""info"": ""Sample log data"", ""session_id"": 7240}"
1476,628,click,,2023-07-12 16:44:54,"{""info"": ""Sample log data"", ""session_id"": 3327}"
1477,975,review_submission,7.0,2021-03-07 09:52:45,"{""info"": ""Sample log data"", ""session_id"": 4932}"
1478,425,click,2.0,2023-12-31 06:33:07,"{""info"": ""Sample log data"", ""session_id"": 6578}"
1479,237,booking,2.0,2022-12-05 23:23:33,"{""info"": ""Sample log data"", ""session_id"": 6557}"
1480,651,review_submission,14.0,2021-05-15 04:58:12,"{""info"": ""Sample log data"", ""session_id"": 3198}"
1481,916,search,,2024-03-24 12:57:42,"{""info"": ""Sample log data"", ""session_id"": 2321}"
1482,695,search,7.0,2024-10-18 09:00:20,"{""info"": ""Sample log data"", ""session_id"": 5852}"
1483,372,search,,2024-11-10 06:03:54,"{""info"": ""Sample log data"", ""session_id"": 5690}"
1484,274,review_submission,,2021-10-25 11:13:28,"{""info"": ""Sample log data"", ""session_id"": 5547}"
1485,98,booking,12.0,2020-08-15 11:56:09,"{""info"": ""Sample log data"", ""session_id"": 1502}"
1486,761,click,3.0,2021-01-19 07:27:44,"{""info"": ""Sample log data"", ""session_id"": 9660}"
1487,442,review_submission,8.0,2023-08-12 00:47:35,"{""info"": ""Sample log data"", ""session_id"": 7914}"
1488,656,review_submission,,2024-01-02 09:30:34,"{""info"": ""Sample log data"", ""session_id"": 8898}"
1489,662,click,13.0,2020-10-30 05:03:07,"{""info"": ""Sample log data"", ""session_id"": 2302}"
1490,678,search,5.0,2024-09-08 20:13:23,"{""info"": ""Sample log data"", ""session_id"": 4775}"
1491,522,booking,,2024-09-29 01:15:41,"{""info"": ""Sample log data"", ""session_id"": 3841}"
1492,404,search,13.0,2024-08-24 03:53:17,"{""info"": ""Sample log data"", ""session_id"": 8323}"
1493,481,review_submission,,2021-11-19 18:18:40,"{""info"": ""Sample log data"", ""session_id"": 4086}"
1494,888,booking,3.0,2022-10-05 04:39:21,"{""info"": ""Sample log data"", ""session_id"": 4469}"
1495,606,click,10.0,2021-02-20 02:43:33,"{""info"": ""Sample log data"", ""session_id"": 5320}"
1496,132,booking,,2024-01-21 15:43:52,"{""info"": ""Sample log data"", ""session_id"": 8389}"
1497,789,click,,2022-02-22 17:25:48,"{""info"": ""Sample log data"", ""session_id"": 6932}"
1498,457,booking,1.0,2020-11-27 08:27:17,"{""info"": ""Sample log data"", ""session_id"": 9538}"
