user_id,preferences,last_updated
170,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""historic\"", \""romantic\"", \""adventurous\"", \""budget\""]""}",2023-08-17 09:15:53
171,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""romantic\"", \""historic\"", \""family\"", \""scenic\""]""}",2021-04-05 20:34:19
172,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""budget\"", \""adventurous\"", \""luxury\""]""}",2024-07-06 09:11:06
173,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""family\"", \""historic\"", \""budget\"", \""romantic\""]""}",2024-09-08 22:32:03
174,"{""preferred_transport"": ""train"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""adventurous\"", \""romantic\"", \""scenic\""]""}",2023-11-09 23:19:44
175,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""cultural\"", \""scenic\"", \""adventurous\"", \""family\""]""}",2022-03-02 21:57:38
176,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""romantic\"", \""historic\"", \""family\"", \""budget\""]""}",2020-10-16 15:44:24
177,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""budget\"", \""family\"", \""cultural\"", \""luxury\""]""}",2020-07-05 08:30:21
178,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""family\"", \""scenic\""]""}",2023-08-07 00:27:27
179,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""luxury\"", \""scenic\"", \""historic\"", \""romantic\""]""}",2024-04-25 11:25:19
180,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""romantic\"", \""cultural\"", \""historic\"", \""scenic\""]""}",2024-09-24 06:09:36
181,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""adventurous\"", \""family\"", \""romantic\""]""}",2024-10-08 20:38:02
182,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""luxury\"", \""historic\"", \""cultural\"", \""scenic\""]""}",2022-08-17 23:34:04
183,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""scenic\"", \""family\""]""}",2021-03-21 01:36:19
184,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""historic\"", \""romantic\""]""}",2024-07-06 03:39:22
185,"{""preferred_transport"": ""train"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""romantic\"", \""scenic\"", \""cultural\""]""}",2023-02-23 17:09:30
186,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""cultural\"", \""historic\"", \""romantic\""]""}",2021-05-04 01:19:57
187,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""luxury\"", \""adventurous\""]""}",2023-08-10 08:49:58
188,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""family\"", \""scenic\"", \""cultural\""]""}",2024-05-10 19:18:35
189,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""cultural\"", \""scenic\"", \""budget\""]""}",2025-01-16 19:17:42
190,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""luxury\"", \""historic\"", \""cultural\"", \""adventurous\""]""}",2020-06-19 04:50:20
191,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""adventurous\"", \""family\"", \""cultural\""]""}",2022-03-04 20:54:55
192,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""historic\"", \""adventurous\""]""}",2023-08-30 23:57:55
193,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""adventurous\"", \""luxury\"", \""family\""]""}",2023-01-05 08:37:06
194,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""historic\"", \""adventurous\"", \""romantic\"", \""family\""]""}",2020-08-29 21:51:24
195,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""family\"", \""budget\"", \""romantic\""]""}",2023-07-21 17:31:08
196,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""historic\"", \""scenic\"", \""cultural\""]""}",2023-11-30 11:18:40
197,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""cultural\"", \""romantic\"", \""adventurous\""]""}",2025-01-03 13:25:33
198,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""family\"", \""romantic\""]""}",2022-08-21 23:44:52
199,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""scenic\"", \""historic\"", \""luxury\""]""}",2020-12-20 06:26:33
200,"{""preferred_transport"": ""train"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""scenic\"", \""cultural\"", \""historic\""]""}",2021-03-30 23:40:21
201,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""scenic\"", \""family\""]""}",2020-08-22 02:44:50
202,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""romantic\"", \""family\"", \""luxury\""]""}",2024-12-05 08:16:20
203,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""budget\"", \""family\"", \""romantic\"", \""scenic\""]""}",2021-04-14 00:11:58
204,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""romantic\"", \""budget\"", \""scenic\""]""}",2022-05-03 09:09:10
205,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""cultural\"", \""scenic\"", \""adventurous\"", \""budget\""]""}",2020-04-26 20:11:59
206,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""cultural\"", \""budget\"", \""historic\""]""}",2025-01-19 17:48:06
207,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""historic\"", \""adventurous\"", \""luxury\"", \""cultural\""]""}",2022-09-25 22:46:23
208,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""historic\"", \""adventurous\""]""}",2020-11-17 13:39:33
209,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""scenic\"", \""historic\""]""}",2022-02-08 17:06:39
210,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""scenic\"", \""romantic\"", \""family\"", \""budget\""]""}",2023-04-18 15:52:21
211,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""historic\"", \""family\"", \""budget\"", \""scenic\""]""}",2020-07-23 18:44:39
212,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""family\"", \""scenic\"", \""romantic\"", \""luxury\""]""}",2021-04-12 04:38:52
213,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""scenic\"", \""romantic\"", \""family\"", \""adventurous\""]""}",2021-02-04 15:19:56
214,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""family\"", \""budget\"", \""scenic\"", \""cultural\""]""}",2024-06-23 10:43:56
215,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""family\"", \""luxury\"", \""scenic\"", \""historic\""]""}",2023-01-31 13:14:30
216,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""budget\"", \""family\""]""}",2024-02-19 18:59:16
217,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""scenic\"", \""historic\""]""}",2022-07-07 23:51:26
218,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""historic\"", \""budget\"", \""scenic\"", \""luxury\""]""}",2021-02-11 03:43:29
219,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""scenic\"", \""family\""]""}",2021-05-29 07:29:41
220,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""budget\"", \""romantic\"", \""family\""]""}",2022-01-07 23:32:06
221,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""romantic\"", \""cultural\"", \""luxury\""]""}",2022-01-13 01:41:44
222,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""budget\"", \""romantic\""]""}",2024-11-07 05:33:09
223,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""family\"", \""luxury\"", \""romantic\""]""}",2023-07-24 17:36:48
224,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""scenic\"", \""family\"", \""romantic\"", \""historic\""]""}",2024-02-02 03:26:11
225,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""cultural\"", \""scenic\""]""}",2020-09-17 14:10:56
226,"{""preferred_transport"": ""train"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""scenic\"", \""family\"", \""adventurous\""]""}",2020-10-11 22:39:33
227,"{""preferred_transport"": ""train"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""historic\"", \""adventurous\"", \""romantic\""]""}",2023-05-16 17:45:00
228,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""cultural\"", \""scenic\"", \""romantic\""]""}",2020-03-28 13:48:56
229,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""budget\"", \""family\"", \""cultural\"", \""romantic\""]""}",2020-04-29 00:05:35
230,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""scenic\"", \""family\"", \""budget\"", \""adventurous\""]""}",2023-10-25 18:09:01
231,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""luxury\"", \""cultural\""]""}",2021-04-09 12:59:27
232,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""adventurous\"", \""scenic\"", \""historic\""]""}",2020-05-28 08:27:24
233,"{""preferred_transport"": ""train"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""romantic\"", \""historic\"", \""family\"", \""adventurous\""]""}",2025-01-28 00:05:16
234,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""adventurous\"", \""budget\"", \""cultural\"", \""scenic\""]""}",2023-08-26 14:22:18
235,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""adventurous\"", \""luxury\"", \""romantic\""]""}",2021-08-04 23:08:14
236,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""cultural\"", \""luxury\"", \""family\""]""}",2024-04-25 05:05:41
237,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""historic\"", \""budget\"", \""adventurous\""]""}",2023-03-05 19:26:37
238,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""budget\"", \""family\""]""}",2020-07-28 21:36:20
239,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""cultural\"", \""family\"", \""luxury\"", \""scenic\""]""}",2021-02-18 11:44:25
240,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""budget\"", \""family\"", \""romantic\"", \""cultural\""]""}",2023-12-14 12:47:38
241,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""scenic\"", \""historic\""]""}",2023-11-22 23:03:46
242,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""historic\"", \""family\""]""}",2021-09-11 17:32:55
243,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""family\"", \""romantic\"", \""luxury\""]""}",2024-01-10 19:14:42
244,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""adventurous\"", \""scenic\"", \""family\"", \""historic\""]""}",2022-10-28 06:05:54
245,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""family\"", \""adventurous\"", \""budget\""]""}",2023-09-28 05:08:23
246,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""romantic\"", \""budget\""]""}",2024-03-25 18:01:58
247,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""cultural\"", \""budget\"", \""adventurous\""]""}",2020-09-02 05:13:26
248,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""luxury\"", \""scenic\""]""}",2020-11-14 18:15:17
249,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""luxury\"", \""scenic\"", \""adventurous\"", \""romantic\""]""}",2023-08-16 21:31:02
250,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""budget\"", \""adventurous\"", \""historic\""]""}",2022-12-31 08:43:39
251,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""historic\"", \""romantic\"", \""budget\"", \""adventurous\""]""}",2023-02-02 18:26:29
252,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""romantic\"", \""historic\""]""}",2021-01-27 04:23:34
253,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""budget\"", \""scenic\"", \""adventurous\"", \""luxury\""]""}",2020-04-10 14:49:28
254,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""budget\"", \""scenic\"", \""adventurous\""]""}",2020-08-26 20:59:35
255,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""family\"", \""scenic\"", \""budget\""]""}",2022-05-15 20:36:55
256,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""scenic\"", \""adventurous\""]""}",2024-05-27 13:53:08
257,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""luxury\"", \""family\""]""}",2022-03-19 16:36:42
258,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""luxury\"", \""budget\"", \""adventurous\"", \""cultural\""]""}",2021-01-16 00:30:32
259,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""scenic\"", \""budget\"", \""adventurous\""]""}",2020-09-29 18:09:06
260,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""cultural\"", \""luxury\"", \""family\""]""}",2022-06-21 02:58:50
261,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""scenic\"", \""family\"", \""romantic\"", \""luxury\""]""}",2021-11-27 16:40:00
262,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""adventurous\"", \""family\""]""}",2024-03-14 20:56:44
263,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""budget\"", \""adventurous\"", \""luxury\"", \""cultural\""]""}",2020-09-24 20:41:32
264,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""romantic\"", \""luxury\"", \""adventurous\""]""}",2023-06-26 01:34:34
265,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""cultural\"", \""adventurous\"", \""family\""]""}",2024-05-26 09:09:31
266,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""scenic\"", \""family\"", \""cultural\"", \""adventurous\""]""}",2024-04-11 08:14:29
267,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""scenic\"", \""romantic\"", \""cultural\"", \""budget\""]""}",2022-09-29 11:19:44
268,"{""preferred_transport"": ""train"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""luxury\"", \""family\"", \""historic\"", \""scenic\""]""}",2021-09-01 21:19:54
269,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""luxury\"", \""romantic\"", \""family\"", \""historic\""]""}",2024-04-10 10:34:11
270,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""scenic\"", \""cultural\"", \""budget\"", \""luxury\""]""}",2022-11-14 22:44:27
271,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""historic\"", \""budget\""]""}",2024-11-26 23:10:49
272,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""family\"", \""luxury\""]""}",2020-04-04 02:16:49
273,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""luxury\"", \""budget\"", \""scenic\"", \""adventurous\""]""}",2022-01-30 19:25:12
274,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""cultural\"", \""budget\"", \""historic\""]""}",2021-05-06 03:19:57
275,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""romantic\"", \""cultural\"", \""scenic\""]""}",2021-03-22 08:42:50
276,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""budget\"", \""adventurous\"", \""cultural\""]""}",2023-02-25 05:28:46
277,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""romantic\"", \""historic\""]""}",2022-04-11 00:08:01
278,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""cultural\"", \""historic\""]""}",2022-06-20 15:46:30
279,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""adventurous\"", \""family\"", \""cultural\""]""}",2022-10-14 07:23:02
280,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""romantic\"", \""luxury\""]""}",2023-12-21 08:15:29
281,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""historic\"", \""romantic\"", \""adventurous\""]""}",2024-04-19 08:40:14
282,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""budget\"", \""historic\""]""}",2020-06-06 00:33:56
283,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""romantic\"", \""scenic\"", \""luxury\"", \""historic\""]""}",2020-11-29 23:33:48
284,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""budget\"", \""family\"", \""adventurous\""]""}",2023-02-10 22:16:00
285,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""adventurous\"", \""scenic\""]""}",2024-09-14 19:17:29
286,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""romantic\"", \""family\"", \""luxury\""]""}",2022-05-19 01:29:07
287,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""family\"", \""scenic\""]""}",2022-11-19 12:01:56
288,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""family\"", \""luxury\""]""}",2020-05-05 01:37:25
289,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""budget\"", \""family\""]""}",2024-01-11 20:55:27
290,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""scenic\"", \""romantic\"", \""luxury\"", \""family\""]""}",2021-05-19 21:01:50
291,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""luxury\"", \""romantic\"", \""scenic\"", \""family\""]""}",2024-05-02 15:02:16
292,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""luxury\"", \""adventurous\"", \""historic\"", \""scenic\""]""}",2022-10-26 03:00:50
293,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""luxury\"", \""family\"", \""budget\"", \""historic\""]""}",2025-01-28 12:48:24
294,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""adventurous\"", \""budget\"", \""historic\"", \""luxury\""]""}",2024-02-01 16:51:29
295,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""family\"", \""cultural\"", \""budget\"", \""romantic\""]""}",2020-04-08 02:04:04
296,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""romantic\"", \""scenic\""]""}",2023-07-25 02:31:20
297,"{""preferred_transport"": ""train"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""adventurous\"", \""romantic\"", \""luxury\"", \""budget\""]""}",2024-01-05 05:27:06
298,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""adventurous\"", \""luxury\""]""}",2022-10-06 21:26:59
299,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""budget\"", \""cultural\"", \""adventurous\""]""}",2024-07-14 08:50:06
300,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""luxury\"", \""romantic\"", \""adventurous\""]""}",2021-08-20 08:15:19
301,"{""preferred_transport"": ""train"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""luxury\"", \""cultural\"", \""scenic\"", \""budget\""]""}",2021-10-05 23:45:09
302,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""budget\"", \""luxury\"", \""romantic\""]""}",2022-04-29 14:28:18
303,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""family\"", \""adventurous\"", \""scenic\"", \""cultural\""]""}",2022-06-21 09:43:11
304,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""cultural\"", \""scenic\"", \""adventurous\"", \""family\""]""}",2024-01-28 10:44:21
305,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""luxury\"", \""romantic\"", \""budget\"", \""scenic\""]""}",2021-03-02 11:48:49
306,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""adventurous\"", \""cultural\"", \""historic\"", \""luxury\""]""}",2021-12-02 03:17:51
307,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""family\"", \""scenic\""]""}",2024-01-07 16:59:18
308,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""historic\"", \""luxury\""]""}",2021-05-05 16:56:25
309,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""romantic\"", \""budget\"", \""cultural\""]""}",2022-06-11 10:32:33
310,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""historic\"", \""family\"", \""romantic\"", \""luxury\""]""}",2021-12-22 11:35:34
311,"{""preferred_transport"": ""flight"", ""budget_range"": ""low"", ""interest_tags"": ""[\""scenic\"", \""historic\"", \""adventurous\""]""}",2024-03-19 02:30:02
312,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""historic\"", \""romantic\"", \""scenic\""]""}",2024-10-30 14:18:22
313,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""romantic\"", \""budget\"", \""luxury\""]""}",2024-06-17 00:01:24
314,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""romantic\"", \""scenic\"", \""cultural\"", \""historic\""]""}",2022-10-24 09:35:37
315,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""luxury\"", \""budget\"", \""cultural\""]""}",2020-02-13 18:11:36
316,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""adventurous\"", \""cultural\"", \""luxury\"", \""romantic\""]""}",2023-08-21 19:51:57
317,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""cultural\"", \""romantic\"", \""family\""]""}",2024-01-23 09:33:29
318,"{""preferred_transport"": ""cruise"", ""budget_range"": ""low"", ""interest_tags"": ""[\""luxury\"", \""adventurous\""]""}",2022-01-01 17:44:14
319,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""luxury\"", \""romantic\"", \""budget\""]""}",2024-11-14 20:49:53
320,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""budget\"", \""romantic\"", \""cultural\"", \""historic\""]""}",2021-01-02 07:29:01
321,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""family\"", \""budget\""]""}",2024-04-10 06:38:30
322,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""luxury\"", \""scenic\""]""}",2021-11-17 03:42:46
323,"{""preferred_transport"": ""train"", ""budget_range"": ""low"", ""interest_tags"": ""[\""scenic\"", \""adventurous\"", \""budget\""]""}",2023-03-06 19:29:14
324,"{""preferred_transport"": ""road"", ""budget_range"": ""high"", ""interest_tags"": ""[\""romantic\"", \""family\"", \""luxury\"", \""cultural\""]""}",2022-02-07 20:21:35
325,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""budget\"", \""historic\"", \""luxury\""]""}",2020-12-14 14:53:39
326,"{""preferred_transport"": ""flight"", ""budget_range"": ""high"", ""interest_tags"": ""[\""adventurous\"", \""luxury\"", \""family\"", \""cultural\""]""}",2021-05-26 04:46:46
327,"{""preferred_transport"": ""cruise"", ""budget_range"": ""high"", ""interest_tags"": ""[\""cultural\"", \""budget\"", \""romantic\""]""}",2024-12-16 18:38:32
328,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""romantic\"", \""family\"", \""historic\"", \""adventurous\""]""}",2021-02-13 22:28:58
329,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""historic\"", \""luxury\"", \""adventurous\"", \""scenic\""]""}",2020-03-08 15:19:22
330,"{""preferred_transport"": ""road"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""adventurous\"", \""luxury\""]""}",2020-08-14 21:28:34
331,"{""preferred_transport"": ""flight"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""cultural\"", \""luxury\"", \""historic\""]""}",2020-08-02 10:26:25
332,"{""preferred_transport"": ""road"", ""budget_range"": ""low"", ""interest_tags"": ""[\""family\"", \""cultural\"", \""romantic\""]""}",2023-07-30 00:27:29
333,"{""preferred_transport"": ""cruise"", ""budget_range"": ""medium"", ""interest_tags"": ""[\""family\"", \""adventurous\"", \""historic\""]""}",2024-08-02 13:08:32
334,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""cultural\"", \""romantic\"", \""luxury\""]""}",2023-05-06 04:34:32
335,"{""preferred_transport"": ""train"", ""budget_range"": ""high"", ""interest_tags"": ""[\""historic\"", \""family\""]""}",2020-03-11 15:16:06
